stationId,data_dnia,T_min,T_max,T_srednia
PME238,2025-06-15,8.25,25.77,17.01
PME238,2025-06-16,7.87,28.92,18.4
PME238,2025-06-17,11.51,22.59,17.05
PME238,2025-06-18,9.79,26.77,18.28
PME238,2025-06-19,9.79,21.84,15.82
PME238,2025-06-20,8.38,21.36,14.87
PME238,2025-06-21,7.19,23.75,15.47
PME238,2025-06-22,6.59,26.11,16.35
PME238,2025-06-23,5.59,27.91,16.75
PME238,2025-06-24,11.32,21.9,16.61
PME238,2025-06-25,12.01,24.85,18.43
PME238,2025-06-26,10.35,25.39,17.87
PME238,2025-06-27,14.11,24.79,19.45
PME238,2025-06-28,12.95,21.77,17.36
PME239,2025-04-01,6.5,12.23,9.36
PME239,2025-04-02,4.87,16.56,10.72
PME239,2025-04-03,2.59,17.63,10.11
PME239,2025-04-04,1.18,19.79,10.48
PME239,2025-04-05,-0.62,8.91,4.15
PME239,2025-04-06,-1.65,1.09,-0.28
PME239,2025-04-07,-2.15,6.84,2.34
PME239,2025-04-08,-3.12,7.0,1.94
PME239,2025-04-09,-3.68,9.38,2.85
PME239,2025-04-10,-1.74,4.12,1.19
PME239,2025-04-11,-0.21,6.59,3.19
PME239,2025-04-12,0.81,13.39,7.1
PME239,2025-04-13,0.03,20.42,10.23
PME239,2025-04-14,9.1,20.89,15.0
PME239,2025-04-15,7.66,16.46,12.06
PME239,2025-04-16,10.79,25.07,17.93
PME239,2025-04-17,8.66,27.78,18.22
PME239,2025-04-18,12.29,26.49,19.39
PME239,2025-04-19,8.47,20.11,14.29
PME239,2025-04-20,7.28,22.62,14.95
PME239,2025-04-21,6.06,25.29,15.68
PME239,2025-04-22,8.28,24.54,16.41
PME239,2025-04-23,8.75,21.8,15.28
PME239,2025-04-24,7.0,22.09,14.54
PME239,2025-04-25,6.28,12.89,9.59
PME239,2025-04-26,0.4,11.67,6.04
PME239,2025-04-27,-1.59,14.05,6.23
PME239,2025-04-28,-1.43,19.2,8.88
PME239,2025-04-29,1.28,20.83,11.06
PME239,2025-04-30,5.25,20.14,12.7
PME239,2025-05-01,3.12,19.16,11.14
PME239,2025-05-02,1.46,22.75,12.1
PME239,2025-05-03,11.79,24.54,18.16
PME239,2025-05-04,5.9,17.66,11.78
PME239,2025-05-05,3.78,11.98,7.88
PME239,2025-05-06,1.03,12.98,7.0
PME239,2025-05-07,-0.59,14.02,6.72
PME239,2025-05-08,-1.46,11.07,4.8
PME239,2025-05-09,1.81,11.23,6.52
PME239,2025-05-10,3.09,9.75,6.42
PME239,2025-05-11,3.81,14.55,9.18
PME239,2025-05-12,1.46,14.52,7.99
PME239,2025-05-13,0.87,16.78,8.83
PME239,2025-05-14,2.74,15.49,9.12
PME239,2025-05-15,2.03,11.67,6.85
PME239,2025-05-16,0.81,10.32,5.56
PME239,2025-05-17,1.34,12.86,7.1
PME239,2025-05-18,3.9,11.23,7.56
PME239,2025-05-19,5.25,14.17,9.71
PME239,2025-05-20,5.75,19.42,12.58
PME239,2025-05-21,9.6,23.16,16.38
PME239,2025-05-22,9.13,23.16,16.14
PME239,2025-05-23,8.66,12.29,10.48
PME239,2025-05-24,3.59,14.24,8.91
PME239,2025-05-25,2.09,17.72,9.9
PME239,2025-05-26,3.56,22.28,12.92
PME239,2025-05-27,10.29,20.83,15.56
PME239,2025-05-28,8.75,21.46,15.1
PME239,2025-05-29,10.47,15.05,12.76
PME239,2025-05-30,7.41,21.36,14.38
PME239,2025-05-31,12.45,24.98,18.72
PME239,2025-06-01,11.04,28.1,19.57
PME239,2025-06-02,16.65,27.12,21.88
PME239,2025-06-03,12.95,21.84,17.4
PME239,2025-06-04,11.26,26.49,18.88
PME239,2025-06-05,13.92,27.44,20.68
PME239,2025-06-06,13.2,27.25,20.23
PME239,2025-06-07,14.64,28.32,21.48
PME239,2025-06-08,13.08,24.89,18.98
PME239,2025-06-09,8.53,17.53,13.03
PME239,2025-06-10,7.91,21.11,14.51
PME239,2025-06-11,10.76,19.48,15.12
PME239,2025-06-12,8.09,19.82,13.96
PME239,2025-06-13,7.12,18.72,12.92
PME239,2025-06-14,8.25,21.36,14.8
PME239,2025-06-15,7.06,24.79,15.92
PME239,2025-06-16,9.16,28.7,18.93
PME239,2025-06-17,12.14,23.41,17.77
PME239,2025-06-18,11.35,26.46,18.9
PME239,2025-06-19,8.03,19.82,13.92
PME239,2025-06-20,7.44,20.83,14.14
PME239,2025-06-21,6.65,22.94,14.8
PME239,2025-06-22,9.1,26.02,17.56
PME239,2025-06-23,7.66,30.33,18.99
PME239,2025-06-24,13.33,21.43,17.38
PME239,2025-06-25,12.89,23.88,18.38
PME239,2025-06-26,11.48,25.33,18.4
PME239,2025-06-27,14.36,24.45,19.4
PME239,2025-06-28,12.98,23.16,18.07
PME240,2025-04-01,6.37,15.46,10.92
PME240,2025-04-02,5.06,18.69,11.88
PME240,2025-04-03,1.78,19.82,10.8
PME240,2025-04-04,1.9,21.65,11.77
PME240,2025-04-05,-1.06,9.41,4.18
PME240,2025-04-06,-1.4,3.06,0.83
PME240,2025-04-07,-2.53,8.63,3.05
PME240,2025-04-08,-3.12,9.94,3.41
PME240,2025-04-09,-1.62,10.47,4.43
PME240,2025-04-10,-2.03,5.97,1.97
PME240,2025-04-11,0.34,6.75,3.54
PME240,2025-04-12,1.65,16.5,9.07
PME240,2025-04-13,3.09,22.02,12.56
PME240,2025-04-14,10.6,24.6,17.6
PME240,2025-04-15,9.13,17.0,13.07
PME240,2025-04-16,11.1,26.55,18.82
PME240,2025-04-17,11.04,28.85,19.94
PME240,2025-04-18,11.7,27.15,19.42
PME240,2025-04-19,8.31,21.58,14.94
PME240,2025-04-20,7.94,24.26,16.1
PME240,2025-04-21,8.03,26.14,17.08
PME240,2025-04-22,9.28,24.35,16.82
PME240,2025-04-23,7.62,23.66,15.64
PME240,2025-04-24,7.37,23.85,15.61
PME240,2025-04-25,3.31,13.17,8.24
PME240,2025-04-26,-0.87,14.33,6.73
PME240,2025-04-27,-1.99,15.37,6.69
PME240,2025-04-28,-1.46,20.36,9.45
PME240,2025-04-29,1.09,21.93,11.51
PME240,2025-04-30,4.81,22.18,13.5
PME240,2025-05-01,4.12,21.71,12.92
PME240,2025-05-02,2.37,23.94,13.16
PME240,2025-05-03,11.38,26.68,19.03
PME240,2025-05-04,3.87,18.76,11.32
PME240,2025-05-05,2.65,12.42,7.54
PME240,2025-05-06,0.49,14.77,7.63
PME240,2025-05-07,-0.96,16.09,7.56
PME240,2025-05-08,-1.31,13.61,6.15
PME240,2025-05-09,-1.99,14.08,6.04
PME240,2025-05-10,1.12,10.6,5.86
PME240,2025-05-11,1.53,15.15,8.34
PME240,2025-05-12,0.74,16.21,8.48
PME240,2025-05-13,-0.71,18.22,8.75
PME240,2025-05-14,5.37,18.25,11.81
PME240,2025-05-15,0.65,13.89,7.27
PME240,2025-05-16,-0.12,11.26,5.57
PME240,2025-05-17,1.49,14.2,7.84
PME240,2025-05-18,2.43,12.7,7.56
PME240,2025-05-19,5.72,17.0,11.36
PME240,2025-05-20,5.93,21.74,13.84
PME240,2025-05-21,8.5,24.7,16.6
PME240,2025-05-22,9.28,26.21,17.74
PME240,2025-05-23,7.59,14.74,11.16
PME240,2025-05-24,2.74,16.81,9.77
PME240,2025-05-25,1.4,20.89,11.14
PME240,2025-05-26,3.18,25.23,14.2
PME240,2025-05-27,6.53,22.37,14.45
PME240,2025-05-28,5.93,25.01,15.47
PME240,2025-05-29,8.81,14.46,11.64
PME240,2025-05-30,5.5,23.53,14.52
PME240,2025-05-31,11.29,26.77,19.03
PME240,2025-06-01,11.76,28.82,20.29
PME240,2025-06-02,16.9,29.51,23.2
PME240,2025-06-03,13.08,21.99,17.54
PME240,2025-06-04,11.63,27.97,19.8
PME240,2025-06-05,16.65,28.92,22.78
PME240,2025-06-06,15.18,28.6,21.89
PME240,2025-06-07,14.36,29.64,22.0
PME240,2025-06-08,11.79,24.29,18.04
PME240,2025-06-09,6.34,18.6,12.47
PME240,2025-06-10,4.59,21.8,13.2
PME240,2025-06-11,8.69,21.52,15.1
PME240,2025-06-12,7.5,21.36,14.43
PME240,2025-06-13,5.97,19.98,12.98
PME240,2025-06-14,7.41,23.53,15.47
PME240,2025-06-15,6.69,27.97,17.33
PME240,2025-06-16,9.79,30.46,20.12
PME240,2025-06-17,11.54,24.63,18.08
PME240,2025-06-18,10.0,27.56,18.78
PME240,2025-06-19,7.62,20.92,14.27
PME240,2025-06-20,7.62,21.87,14.74
PME240,2025-06-21,6.28,25.29,15.78
PME240,2025-06-22,10.0,27.94,18.97
PME240,2025-06-23,9.03,30.43,19.73
PME240,2025-06-24,12.67,22.34,17.5
PME240,2025-06-25,12.64,24.48,18.56
PME240,2025-06-26,10.6,27.31,18.95
PME240,2025-06-27,14.46,24.98,19.72
PME240,2025-06-28,12.04,24.98,18.51
PME241,2025-04-01,5.97,12.01,8.99
PME241,2025-04-02,5.75,17.0,11.38
PME241,2025-04-03,3.28,19.01,11.15
PME241,2025-04-04,3.28,20.23,11.76
PME241,2025-04-05,-0.5,9.28,4.39
PME241,2025-04-06,-2.06,2.24,0.09
PME241,2025-04-07,-4.33,8.34,2.0
PME241,2025-04-08,-1.59,8.85,3.63
PME241,2025-04-09,-2.03,10.29,4.13
PME241,2025-04-10,-2.49,4.18,0.84
PME241,2025-04-11,0.0,7.22,3.61
PME241,2025-04-12,-0.31,16.43,8.06
PME241,2025-04-13,1.62,22.02,11.82
PME241,2025-04-14,9.66,25.29,17.48
PME241,2025-04-15,6.97,20.11,13.54
PME241,2025-04-16,10.16,24.38,17.27
PME241,2025-04-17,9.16,29.17,19.16
PME241,2025-04-18,12.73,28.35,20.54
PME241,2025-04-19,8.25,22.53,15.39
PME241,2025-04-20,7.15,24.16,15.66
PME241,2025-04-21,7.28,25.23,16.26
PME241,2025-04-22,8.85,26.21,17.53
PME241,2025-04-23,7.09,22.46,14.78
PME241,2025-04-24,7.09,22.72,14.9
PME241,2025-04-25,5.06,13.83,9.44
PME241,2025-04-26,0.4,12.7,6.55
PME241,2025-04-27,-0.84,15.4,7.28
PME241,2025-04-28,-1.49,20.3,9.41
PME241,2025-04-29,1.46,21.36,11.41
PME241,2025-04-30,4.21,22.12,13.16
PME241,2025-05-01,3.74,20.58,12.16
PME241,2025-05-02,2.18,24.32,13.25
PME241,2025-05-03,10.85,24.35,17.6
PME241,2025-05-04,6.09,18.5,12.3
PME241,2025-05-05,4.9,10.38,7.64
PME241,2025-05-06,1.43,15.11,8.27
PME241,2025-05-07,0.96,13.58,7.27
PME241,2025-05-08,-0.9,12.83,5.96
PME241,2025-05-09,-1.71,12.35,5.32
PME241,2025-05-10,4.03,9.94,6.98
PME241,2025-05-11,3.65,15.71,9.68
PME241,2025-05-12,1.9,15.96,8.93
PME241,2025-05-13,2.96,17.0,9.98
PME241,2025-05-14,5.31,19.38,12.34
PME241,2025-05-15,1.65,13.04,7.34
PME241,2025-05-16,1.99,11.6,6.8
PME241,2025-05-17,3.06,12.17,7.62
PME241,2025-05-18,2.71,13.95,8.33
PME241,2025-05-19,4.56,17.47,11.01
PME241,2025-05-20,9.0,21.62,15.31
PME241,2025-05-21,8.0,25.14,16.57
PME241,2025-05-22,9.32,23.6,16.46
PME241,2025-05-23,8.75,15.99,12.37
PME241,2025-05-24,4.65,17.03,10.84
PME241,2025-05-25,2.56,21.49,12.02
PME241,2025-05-26,5.15,23.56,14.36
PME241,2025-05-27,10.54,22.37,16.45
PME241,2025-05-28,9.28,24.23,16.76
PME241,2025-05-29,8.69,17.63,13.16
PME241,2025-05-30,7.09,22.56,14.82
PME241,2025-05-31,12.51,25.07,18.79
PME241,2025-06-01,11.16,28.44,19.8
PME241,2025-06-02,15.15,28.38,21.76
PME241,2025-06-03,10.57,23.28,16.92
PME241,2025-06-04,9.53,27.09,18.31
PME241,2025-06-05,16.5,28.7,22.6
PME241,2025-06-06,14.96,29.26,22.11
PME241,2025-06-07,14.05,27.18,20.62
PME241,2025-06-08,11.54,23.97,17.76
PME241,2025-06-09,6.97,18.41,12.69
PME241,2025-06-10,5.87,21.52,13.7
PME241,2025-06-11,9.94,21.62,15.78
PME241,2025-06-12,8.72,20.33,14.52
PME241,2025-06-13,8.44,20.61,14.52
PME241,2025-06-14,9.97,23.97,16.97
PME241,2025-06-15,8.75,29.04,18.9
PME241,2025-06-16,11.32,30.55,20.94
PME241,2025-06-17,12.76,22.97,17.86
PME241,2025-06-18,11.85,28.85,20.35
PME241,2025-06-19,10.54,22.37,16.45
PME241,2025-06-20,9.44,22.31,15.88
PME241,2025-06-21,8.09,24.67,16.38
PME241,2025-06-22,10.57,26.33,18.45
PME241,2025-06-23,8.81,30.18,19.5
PME241,2025-06-24,12.83,22.87,17.85
PME241,2025-06-25,12.1,25.74,18.92
PME241,2025-06-26,10.82,26.93,18.88
PME241,2025-06-27,14.33,25.61,19.97
PME241,2025-06-28,12.45,22.81,17.63
PME242,2025-04-01,6.65,12.42,9.54
PME242,2025-04-02,2.62,17.19,9.91
PME242,2025-04-03,1.09,18.0,9.54
PME242,2025-04-04,-0.56,19.04,9.24
PME242,2025-04-05,-0.37,8.31,3.97
PME242,2025-04-06,-3.99,0.46,-1.76
PME242,2025-04-07,-2.37,5.97,1.8
PME242,2025-04-08,-4.74,5.93,0.59
PME242,2025-04-09,-7.02,8.66,0.82
PME242,2025-04-10,-1.99,4.81,1.41
PME242,2025-04-11,-0.28,5.65,2.68
PME242,2025-04-12,-1.0,11.79,5.4
PME242,2025-04-13,-1.4,20.14,9.37
PME242,2025-04-14,5.03,19.04,12.04
PME242,2025-04-15,4.87,14.68,9.78
PME242,2025-04-16,7.81,23.69,15.75
PME242,2025-04-17,8.19,26.59,17.39
PME242,2025-04-18,10.19,25.67,17.93
PME242,2025-04-19,7.87,20.67,14.27
PME242,2025-04-20,5.37,22.72,14.04
PME242,2025-04-21,6.94,25.07,16.0
PME242,2025-04-22,7.62,25.64,16.63
PME242,2025-04-23,7.37,22.31,14.84
PME242,2025-04-24,6.03,22.97,14.5
PME242,2025-04-25,6.18,13.39,9.78
PME242,2025-04-26,0.4,11.6,6.0
PME242,2025-04-27,-2.96,14.33,5.68
PME242,2025-04-28,-3.12,19.13,8.0
PME242,2025-04-29,-1.25,20.01,9.38
PME242,2025-04-30,1.65,19.23,10.44
PME242,2025-05-01,-0.18,18.79,9.3
PME242,2025-05-02,-1.34,22.15,10.4
PME242,2025-05-03,8.31,24.23,16.27
PME242,2025-05-04,0.74,19.16,9.95
PME242,2025-05-05,-0.78,12.07,5.64
PME242,2025-05-06,-0.81,11.01,5.1
PME242,2025-05-07,-2.99,14.93,5.97
PME242,2025-05-08,-4.21,11.73,3.76
PME242,2025-05-09,0.4,11.13,5.76
PME242,2025-05-10,0.53,10.04,5.28
PME242,2025-05-11,0.53,13.17,6.85
PME242,2025-05-12,0.46,14.52,7.49
PME242,2025-05-13,-1.12,16.12,7.5
PME242,2025-05-14,-1.71,14.42,6.36
PME242,2025-05-15,-0.43,11.01,5.29
PME242,2025-05-16,-0.31,11.67,5.68
PME242,2025-05-17,1.62,13.42,7.52
PME242,2025-05-18,3.28,12.54,7.91
PME242,2025-05-19,0.31,13.3,6.81
PME242,2025-05-20,-0.15,19.07,9.46
PME242,2025-05-21,3.49,22.59,13.04
PME242,2025-05-22,5.59,22.5,14.04
PME242,2025-05-23,8.47,11.95,10.21
PME242,2025-05-24,2.81,13.77,8.29
PME242,2025-05-25,3.65,16.46,10.06
PME242,2025-05-26,2.03,20.52,11.28
PME242,2025-05-27,4.0,20.14,12.07
PME242,2025-05-28,10.07,17.19,13.63
PME242,2025-05-29,9.44,18.03,13.74
PME242,2025-05-30,5.78,20.2,12.99
PME242,2025-05-31,11.79,24.29,18.04
PME242,2025-06-01,9.13,27.15,18.14
PME242,2025-06-02,13.08,26.59,19.84
PME242,2025-06-03,10.76,20.3,15.53
PME242,2025-06-04,10.26,26.08,18.17
PME242,2025-06-05,14.49,27.75,21.12
PME242,2025-06-06,12.92,27.88,20.4
PME242,2025-06-07,12.51,28.85,20.68
PME242,2025-06-08,13.04,24.82,18.93
PME242,2025-06-09,5.25,17.47,11.36
PME242,2025-06-10,2.9,21.3,12.1
PME242,2025-06-11,10.66,19.48,15.07
PME242,2025-06-12,5.09,19.73,12.41
PME242,2025-06-13,3.71,18.16,10.94
PME242,2025-06-14,5.56,21.14,13.35
PME242,2025-06-15,4.28,24.13,14.2
PME242,2025-06-16,4.59,27.06,15.82
PME242,2025-06-17,7.06,22.9,14.98
PME242,2025-06-18,6.09,25.26,15.68
PME242,2025-06-19,5.53,19.7,12.62
PME242,2025-06-20,4.09,20.67,12.38
PME242,2025-06-21,3.96,21.93,12.94
PME242,2025-06-22,4.78,25.74,15.26
PME242,2025-06-23,4.59,27.88,16.24
PME242,2025-06-24,11.76,21.43,16.6
PME242,2025-06-25,11.04,24.32,17.68
PME242,2025-06-26,7.37,25.17,16.27
PME242,2025-06-27,13.42,24.41,18.92
PME242,2025-06-28,12.32,22.06,17.19
PME243,2025-04-01,6.62,13.58,10.1
PME243,2025-04-02,6.0,18.13,12.06
PME243,2025-04-03,2.99,20.14,11.57
PME243,2025-04-04,2.06,19.57,10.82
PME243,2025-04-05,-0.12,8.72,4.3
PME243,2025-04-06,-1.87,2.99,0.56
PME243,2025-04-07,-4.27,8.09,1.91
PME243,2025-04-08,-2.28,8.25,2.99
PME243,2025-04-09,-4.3,9.66,2.68
PME243,2025-04-10,-2.4,6.34,1.97
PME243,2025-04-11,-0.78,5.93,2.58
PME243,2025-04-12,-1.59,13.86,6.14
PME243,2025-04-13,0.15,20.11,10.13
PME243,2025-04-14,8.0,21.27,14.64
PME243,2025-04-15,6.5,20.8,13.65
PME243,2025-04-16,8.88,22.06,15.47
PME243,2025-04-17,9.94,26.49,18.22
PME243,2025-04-18,11.98,28.03,20.01
PME243,2025-04-19,8.34,21.99,15.16
PME243,2025-04-20,7.31,22.46,14.88
PME243,2025-04-21,6.22,25.23,15.72
PME243,2025-04-22,7.12,26.65,16.88
PME243,2025-04-23,6.87,22.62,14.74
PME243,2025-04-24,6.03,23.75,14.89
PME243,2025-04-25,2.24,13.8,8.02
PME243,2025-04-26,-2.4,13.48,5.54
PME243,2025-04-27,-2.9,14.68,5.89
PME243,2025-04-28,-3.15,18.76,7.81
PME243,2025-04-29,-0.43,20.3,9.94
PME243,2025-04-30,2.71,20.8,11.76
PME243,2025-05-01,1.06,19.1,10.08
PME243,2025-05-02,1.03,21.84,11.44
PME243,2025-05-03,12.23,23.0,17.62
PME243,2025-05-04,5.4,17.94,11.67
PME243,2025-05-05,0.37,12.26,6.32
PME243,2025-05-06,0.03,14.39,7.21
PME243,2025-05-07,-1.15,14.68,6.76
PME243,2025-05-08,-2.21,13.67,5.73
PME243,2025-05-09,-3.37,11.45,4.04
PME243,2025-05-10,3.68,10.94,7.31
PME243,2025-05-11,0.03,15.3,7.66
PME243,2025-05-12,2.68,15.62,9.15
PME243,2025-05-13,1.12,17.56,9.34
PME243,2025-05-14,0.09,17.44,8.76
PME243,2025-05-15,3.06,13.39,8.22
PME243,2025-05-16,2.28,10.35,6.32
PME243,2025-05-17,1.87,11.76,6.82
PME243,2025-05-18,2.99,12.86,7.92
PME243,2025-05-19,4.18,18.57,11.38
PME243,2025-05-20,8.34,20.83,14.58
PME243,2025-05-21,6.81,23.69,15.25
PME243,2025-05-22,10.32,23.66,16.99
PME243,2025-05-23,8.97,14.33,11.65
PME243,2025-05-24,5.72,14.39,10.06
PME243,2025-05-25,4.06,19.13,11.6
PME243,2025-05-26,4.5,22.34,13.42
PME243,2025-05-27,8.47,23.97,16.22
PME243,2025-05-28,8.75,19.82,14.28
PME243,2025-05-29,9.41,21.49,15.45
PME243,2025-05-30,7.37,22.15,14.76
PME243,2025-05-31,11.38,24.0,17.69
PME243,2025-06-01,10.16,26.99,18.58
PME243,2025-06-02,14.33,26.62,20.48
PME243,2025-06-03,8.44,21.93,15.18
PME243,2025-06-04,8.6,25.36,16.98
PME243,2025-06-05,16.84,27.4,22.12
PME243,2025-06-06,15.87,26.33,21.1
PME243,2025-06-07,12.92,26.59,19.76
PME243,2025-06-08,12.83,23.12,17.98
PME243,2025-06-09,7.78,18.03,12.9
PME243,2025-06-10,6.09,20.01,13.05
PME243,2025-06-11,9.94,19.6,14.77
PME243,2025-06-12,7.81,19.45,13.63
PME243,2025-06-13,8.72,21.87,15.3
PME243,2025-06-14,8.75,24.51,16.63
PME243,2025-06-15,9.03,26.71,17.87
PME243,2025-06-16,9.44,30.14,19.79
PME243,2025-06-17,11.95,22.97,17.46
PME243,2025-06-18,11.04,25.92,18.48
PME243,2025-06-19,9.28,21.84,15.56
PME243,2025-06-20,8.03,22.59,15.31
PME243,2025-06-21,6.47,24.57,15.52
PME243,2025-06-22,7.44,26.59,17.02
PME243,2025-06-23,5.56,26.4,15.98
PME243,2025-06-24,12.7,21.65,17.17
PME243,2025-06-25,11.45,24.6,18.02
PME243,2025-06-26,10.26,27.03,18.64
PME243,2025-06-27,13.55,24.29,18.92
PME243,2025-06-28,12.39,23.44,17.92
PME244,2025-04-01,6.09,12.29,9.19
PME244,2025-04-02,5.87,16.02,10.94
PME244,2025-04-03,3.43,16.68,10.06
PME244,2025-04-04,5.93,19.79,12.86
PME244,2025-04-05,-1.18,10.38,4.6
PME244,2025-04-06,-2.49,1.24,-0.63
PME244,2025-04-07,-2.62,6.72,2.05
PME244,2025-04-08,-0.93,7.09,3.08
PME244,2025-04-09,-1.9,8.6,3.35
PME244,2025-04-10,-2.31,3.68,0.68
PME244,2025-04-11,-0.56,6.0,2.72
PME244,2025-04-12,2.43,13.86,8.14
PME244,2025-04-13,2.15,20.8,11.48
PME244,2025-04-14,9.47,21.3,15.39
PME244,2025-04-15,9.38,15.84,12.61
PME244,2025-04-16,10.88,25.14,18.01
PME244,2025-04-17,11.04,27.62,19.33
PME244,2025-04-18,11.82,25.92,18.87
PME244,2025-04-19,10.16,20.3,15.23
PME244,2025-04-20,8.94,22.97,15.95
PME244,2025-04-21,9.75,23.6,16.68
PME244,2025-04-22,12.1,23.97,18.04
PME244,2025-04-23,10.72,21.18,15.95
PME244,2025-04-24,8.85,21.02,14.93
PME244,2025-04-25,5.4,12.79,9.09
PME244,2025-04-26,2.34,11.32,6.83
PME244,2025-04-27,-0.46,13.67,6.6
PME244,2025-04-28,1.24,19.01,10.12
PME244,2025-04-29,6.28,20.52,13.4
PME244,2025-04-30,7.44,19.89,13.66
PME244,2025-05-01,6.94,18.98,12.96
PME244,2025-05-02,5.97,23.03,14.5
PME244,2025-05-03,12.51,24.07,18.29
PME244,2025-05-04,7.12,17.41,12.26
PME244,2025-05-05,5.25,12.23,8.74
PME244,2025-05-06,3.53,12.42,7.98
PME244,2025-05-07,1.18,13.83,7.5
PME244,2025-05-08,-0.06,11.51,5.72
PME244,2025-05-09,1.12,11.35,6.24
PME244,2025-05-10,3.12,9.19,6.15
PME244,2025-05-11,3.28,13.42,8.35
PME244,2025-05-12,3.43,14.58,9.01
PME244,2025-05-13,3.62,15.58,9.6
PME244,2025-05-14,6.28,14.93,10.6
PME244,2025-05-15,1.84,11.35,6.6
PME244,2025-05-16,1.34,10.32,5.83
PME244,2025-05-17,1.59,12.83,7.21
PME244,2025-05-18,3.78,10.51,7.14
PME244,2025-05-19,5.68,14.64,10.16
PME244,2025-05-20,6.28,20.04,13.16
PME244,2025-05-21,9.66,23.16,16.41
PME244,2025-05-22,9.72,22.75,16.24
PME244,2025-05-23,8.31,11.67,9.99
PME244,2025-05-24,5.84,14.86,10.35
PME244,2025-05-25,4.84,17.09,10.96
PME244,2025-05-26,7.06,22.43,14.74
PME244,2025-05-27,11.48,20.26,15.87
PME244,2025-05-28,10.38,22.15,16.26
PME244,2025-05-29,9.63,14.05,11.84
PME244,2025-05-30,7.84,20.96,14.4
PME244,2025-05-31,13.23,24.7,18.96
PME244,2025-06-01,13.36,26.02,19.69
PME244,2025-06-02,16.21,26.65,21.43
PME244,2025-06-03,14.77,20.55,17.66
PME244,2025-06-04,14.02,26.37,20.2
PME244,2025-06-05,13.8,27.4,20.6
PME244,2025-06-06,13.48,27.5,20.49
PME244,2025-06-07,15.02,28.25,21.64
PME244,2025-06-08,12.51,23.69,18.1
PME244,2025-06-09,7.97,17.31,12.64
PME244,2025-06-10,6.87,20.55,13.71
PME244,2025-06-11,11.2,19.51,15.36
PME244,2025-06-12,8.63,19.76,14.2
PME244,2025-06-13,7.15,18.32,12.74
PME244,2025-06-14,10.79,21.43,16.11
PME244,2025-06-15,11.29,24.95,18.12
PME244,2025-06-16,12.76,28.47,20.62
PME244,2025-06-17,13.42,22.87,18.14
PME244,2025-06-18,12.7,25.64,19.17
PME244,2025-06-19,10.16,19.7,14.93
PME244,2025-06-20,9.13,20.67,14.9
PME244,2025-06-21,7.72,22.46,15.09
PME244,2025-06-22,11.1,25.92,18.51
PME244,2025-06-23,11.26,29.83,20.54
PME244,2025-06-24,13.3,21.55,17.42
PME244,2025-06-25,14.11,24.1,19.1
PME244,2025-06-26,12.04,25.7,18.87
PME244,2025-06-27,14.33,24.48,19.4
PME244,2025-06-28,12.57,23.03,17.8
PME246,2025-04-01,7.09,12.7,9.9
PME246,2025-04-02,4.96,16.65,10.8
PME246,2025-04-03,1.87,18.0,9.94
PME246,2025-04-04,3.31,21.05,12.18
PME246,2025-04-05,-0.37,8.6,4.12
PME246,2025-04-06,-1.74,1.37,-0.18
PME246,2025-04-07,-2.4,7.34,2.47
PME246,2025-04-08,-2.71,7.19,2.24
PME246,2025-04-09,-4.4,11.07,3.34
PME246,2025-04-10,-2.31,5.0,1.34
PME246,2025-04-11,-0.09,6.12,3.02
PME246,2025-04-12,-0.12,15.21,7.55
PME246,2025-04-13,-0.06,19.95,9.94
PME246,2025-04-14,7.47,20.96,14.22
PME246,2025-04-15,5.43,17.91,11.67
PME246,2025-04-16,9.57,23.97,16.77
PME246,2025-04-17,8.97,26.84,17.9
PME246,2025-04-18,10.6,27.97,19.28
PME246,2025-04-19,8.25,21.27,14.76
PME246,2025-04-20,8.22,23.22,15.72
PME246,2025-04-21,7.19,26.3,16.74
PME246,2025-04-22,8.28,26.49,17.38
PME246,2025-04-23,8.34,21.58,14.96
PME246,2025-04-24,7.37,22.21,14.79
PME246,2025-04-25,4.46,12.64,8.55
PME246,2025-04-26,-0.34,11.82,5.74
PME246,2025-04-27,-1.56,15.15,6.8
PME246,2025-04-28,-1.34,19.7,9.18
PME246,2025-04-29,1.65,20.67,11.16
PME246,2025-04-30,4.56,20.61,12.58
PME246,2025-05-01,2.78,18.85,10.82
PME246,2025-05-02,1.28,21.71,11.5
PME246,2025-05-03,11.07,24.48,17.77
PME246,2025-05-04,5.0,19.04,12.02
PME246,2025-05-05,4.34,11.01,7.68
PME246,2025-05-06,1.15,15.15,8.15
PME246,2025-05-07,0.03,13.67,6.85
PME246,2025-05-08,-0.28,12.79,6.26
PME246,2025-05-09,-0.37,12.7,6.16
PME246,2025-05-10,3.53,9.44,6.48
PME246,2025-05-11,2.49,15.87,9.18
PME246,2025-05-12,1.28,15.11,8.2
PME246,2025-05-13,2.46,18.16,10.31
PME246,2025-05-14,2.93,16.28,9.6
PME246,2025-05-15,2.21,13.61,7.91
PME246,2025-05-16,1.24,10.91,6.08
PME246,2025-05-17,0.74,13.86,7.3
PME246,2025-05-18,2.21,13.42,7.82
PME246,2025-05-19,5.78,15.46,10.62
PME246,2025-05-20,7.62,20.3,13.96
PME246,2025-05-21,7.72,23.88,15.8
PME246,2025-05-22,8.69,23.12,15.9
PME246,2025-05-23,8.97,12.45,10.71
PME246,2025-05-24,4.68,14.14,9.41
PME246,2025-05-25,3.12,19.29,11.2
